sf_casrn,sf_exp_name,sf_numsites,roc_15th_listing,roc_flag,iarc_exp_name,iarc_flag,atsdr_exp_name,atsdr_flag,cebsgt_exp_name,cebsgt_pubnum,cebsgt_dtxsid,cebsgt_ames_conclusion,cebsgt_male_rat_micronucleus,cebsgt_female_rat_micronucleus,cebsgt_male_mouse_micronucleus,cebsgt_female_mouse_micronucleus,cebsgt_mn_conclusion,cebsgt_male_rat_comet,cebsgt_female_rat_comet,cebsgt_male_mouse_comet,cebsgt_female_mouse_comet,cebsgt_flag,genetox_flag,cebs_exp_name,cebs_dtxsid,cebs_male_rats,cebs_female_rats,cebs_male_mice,cebs_female_mice,cebs_flag,organ_flag
121-14-2,"2,4-DNT;2,4-DINITROTOLUENE",56,,False,"2,4-Dinitrotoluene",True,"2,4-DINITROTOLUENE",True,"2,4-Dinitrotoluene",TR-054,DTXSID0020529,Positive,,,,,,,,,,Evidence,True,"2,4-Dinitrotoluene",DTXSID0020529,SKIN,MAMMARY_GLAND,,,Evidence,True
121-21-1,PYRETHRINS,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
121-44-8,TRIETHYLAMINE,2,,False,,False,,False,Triethylamine,,DTXSID3024366,Negative,,,Equivocal,Negative,,,,,,No Evidence,True,,,,,,,,False
121-69-7,"N,N-DIMETHYLANILINE",1,,False,"N,N-Dimethylaniline",True,,False,"N,N-Dimethylaniline",TR-360,DTXSID2020507,Negative,,,,,,,,,,No Evidence,True,"N,N-Dimethylaniline",DTXSID2020507,SPLEEN,,,,Evidence,True
121-75-5,MALATHION,11,,False,Malathion,True,MALATHION,True,Malathion,"TR-024, TR-192",DTXSID4020791,Negative,,,,,,,,,,No Evidence,True,Malathion,DTXSID4020791,,,,,No Evidence,True
121-82-4,sym-TRIMETHYLENENTRINITRAMINE;CYCLONITE;RDX,37,,False,,False,RDX (CYCLONITE),True,,,,,,,,,,,,,,,False,,,,,,,,False
12108-13-3,"MANGANESE, TRICARBONYL METHYLCYCLOPENTADIENYL",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
12185-10-3,WHITE PHOSPHORUS,13,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
122-34-9,SIMAZINE,2,,False,Simazine,True,,False,Simazine,,DTXSID4021268,,,,,,,Negative,,,,No Evidence,True,,,,,,,,False
122-39-4,DIPHENYLAMINE,4,,False,,False,,False,N-Phenylbenzenamine,,DTXSID4021975,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
122-66-7,"1,2-DIPHENYLHYDRAZINE",6,RAHC,True,,False,"1,2-DIPHENYLHYDRAZINE",True,Hydrazobenzene,TR-092,DTXSID7020710,Positive,,,,,,,,,,Evidence,True,Hydrazobenzene,DTXSID7020710,"LIVER,ZYMBAL_GLAND","LIVER,MAMMARY_GLAND",,LIVER,Evidence,True
123-86-4,N-BUTYL ACETATE,1,,False,,False,,False,n-Butyl acetate,,DTXSID3021982,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
123-91-1,"1,4-DIOXANE",37,RAHC,True,"1,4-Dioxane",True,"1,4-DIOXANE",True,"1,4-Dioxane",TR-080,DTXSID4020533,Negative,,,Equivocal;Negative,,,,,,,No Evidence,True,"1,4-Dioxane",DTXSID4020533,NASAL_CAVITY,"LIVER,NASAL_CAVITY",LIVER,LIVER,Evidence,True
124-38-9,CARBON DIOXIDE,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
124-40-3,DIMETHYLAMINE,1,,False,,False,,False,Dimethylamine,,DTXSID5024057,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
124-48-1,DIBROMOCHLOROMETHANE;CHLORODIBROMOMETHANE,64,,False,Chlorodibromomethane,True,DIBROMOCHLOROMETHANE,True,Chlorodibromomethane,TR-282,DTXSID1020300,Negative;Weakly Positive,,,Negative,,,,,,,Weak Evidence,True,Chlorodibromomethane,DTXSID1020300,,,,LIVER,Evidence,True
12427-38-2,"MANEB (CARBAMODITHIOIC ACID, 1,2-ETHANEDIYLBIS-,MANGANESE COMPLEX)",1,,False,Maneb,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
12587-46-1,ALPHA GROSS,7,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
12587-47-2,BETA GROSS,7,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
126-72-7,"TRIS(2,3-DIBROMOPROPYL) PHOSPHATE",2,RAHC,True,"Tris(2,3-dibromopropyl) phosphate",True,,False,,,,,,,,,,,,,,,False,"tris(2,3-Dibromopropyl) phosphate",DTXSID5021413,KIDNEY_TUBULAR_CELL,KIDNEY_TUBULAR_CELL,"FORESTOMACH,KIDNEY_TUBULAR_CELL,LUNG","FORESTOMACH,LIVER,LUNG",Evidence,True
126-73-8,TRIBUTYL PHOSPHATE,2,,False,,False,TRIBUTYL PHOSPHATE (TNBP),True,Tributyl phosphate,,DTXSID3021986,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
126-98-7,2-METHYL-2-PROPENENITRILE,1,,False,,False,,False,Methacrylonitrile,TR-497,DTXSID1024176,Negative,Negative,,Negative,Negative,,,,,,No Evidence,True,Methacrylonitrile,DTXSID1024176,,,,,No Evidence,True
12672-29-6,PCB-1248 (AROCLOR-1248);PCB-1248;AROCLOR-1248,127,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
12674-11-2,AROCLOR-1016;PCB-1016,30,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
127-18-4,TETRACHLOROETHYLENE;TETRACHLOROETHENE;PCE;PERCHLOROETHYLENE;PERCHLOROETHENE,753,RAHC,True,Tetrachloroethylene (Perchloroethylene),True,TETRACHLOROETHYLENE,True,Tetrachloroethylene,"TR-013, TR-311",DTXSID2021319,Negative,,,Negative,,,,,,,No Evidence,True,Tetrachloroethylene,DTXSID2021319,"HEMATOPOIETIC_SYSTEM,KIDNEY_TUBULAR_CELL",HEMATOPOIETIC_SYSTEM,LIVER,LIVER,Evidence,True
129-00-0,PYRENE,356,,False,Pyrene,True,,False,Pyrene,,DTXSID3024289,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
1300-71-6,XYLENOL,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1303-86-2,BORON OXIDE,6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1304-82-1,BISMUTH TEILLURIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
130498-29-2,TOTAL PAHs,22,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1305-62-0,CALCIUM HYDROXIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1305-78-8,CALCIUM OXIDE,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1306-19-0,CADMIUM OXIDE,1,,False,,False,,False,Cadmium oxide,,DTXSID0024715,Negative,,,Negative,Negative,,,,,,No Evidence,True,,,,,,,,False
131-11-3,DIMETHYL PHTHALATE,70,,False,,False,,False,Dimethyl phthalate,,DTXSID3022455,Negative,Negative,,Negative,,,,,,,No Evidence,True,,,,,,,,False
1310-58-3,POTASSIUM HYDROXIDE,6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1310-73-2,SODIUM HYDROXIDE,10,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1313-82-2,SODIUM SULFIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
"1313-99-1, 12035-72-2, 7440-02-0",Nickel compounds,664,RAHC;Known,True,Nickel compounds,True,Nickel compounds,True,Nickel compounds,TR-451;TR-453,DTXSID7025710;DTXSID2025711,Equivocal;Negative,,,Negative,Negative,,,,,,No Evidence,True,Nickel compounds,DTXSID7025710;DTXSID2025711,"ADRENAL_GLAND_MEDULLA,LUNG","ADRENAL_GLAND_MEDULLA,LUNG",,,Evidence,True
1314-13-2,ZINC OXIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1314-20-1,THORIUM DIOXIDE,2,Known,True,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1314-62-1,VANADIUM OXIDE (5);VANADIUM PENTOXIDE,6,,False,Vanadium pentoxide,True,,False,Vanadium pentoxide,TR-507,DTXSID2023806,Negative,,,Negative,Negative,,,,,,No Evidence,True,Vanadium pentoxide,DTXSID2023806,LUNG,,LUNG,LUNG,Evidence,True
1317-36-8,LEAD OXIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1319-77-3,CRESOL (MIXED ISOMERS),10,,False,,False,CRESOLS,True,Cresols,TR-550,DTXSID3024364,Negative,,,Negative,Negative,,,,,,No Evidence,True,Cresols,DTXSID3024364,,,,FORESTOMACH,Evidence,True
13194-48-4,ETHOPROPHOS,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
132-64-9,DIBENZOFURAN,189,,False,,False,,False,Dibenzofuran,,DTXSID2021993,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
1321-12-6,NITROTOLUENES,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13233-32-4,RADIUM-224,1,,False,Radium-224 and its decay products,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1330-20-7,"XYLENES;DIMETHYLBENZENE;TOTAL XYLENES, UNSPECIFIED MIXTURE;XYLENE",599,,False,Xylenes,True,"XYLENES, MIXED",True,Xylenes (mixed),TR-327,DTXSID2021446,Negative,,,,,,,,,,No Evidence,True,Xylenes (mixed),DTXSID2021446,,,,,No Evidence,True
"1332-21-4, 12172-73-5, 12001-29-5, 12001-28-4",Asbestos compounds,67,Known,True,Asbestos compounds,True,,False,,,,,,,,,,,,,,,False,Asbestos compounds,DTXSID0030742;DTXSID5030743;DTXSID5030741,INTESTINES_LARGE,,,,Evidence,True
1333-74-0,HYDROGEN,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1333-82-0,CHROMIUM TRIOXIDE,1,Known,True,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13347-42-7,DOWICIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1336-21-6,AMMONIUM HYDROXIDE,4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1336-36-3,PCBs;TOTAL PCBs;POLYCHLORINATED BIPHENYLS,319,RAHC,True,Polychlorinated biphenyls,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1338-23-4,METHYL ETHYL KETONE PEROXIDE,1,,False,,False,,False,Methyl ethyl ketone peroxide,,DTXSID1024671,Positive;Negative,,,Negative,Negative,,,,,,Evidence,True,,,,,,,,False
1338-24-5,NAPHTHENIC ACID,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
134-62-3,DEET,1,,False,,False,"DEET (N,N-DIETHYL-META-TOLUAMIDE)",True,"N,N-Diethyl-m-toluamide",,DTXSID2021995,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
1344-28-1,ALUMINUM OXIDE;ALUMINA,10,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13463-40-6,"IRON, PENTACARBONYL- (IRON CARBONYL)",4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13463-67-7,TITANIUM DIOXIDE,1,,False,Titanium dioxide,True,,False,Titanium dioxide,TR-097,DTXSID3021352,Negative,,,Positive,,,,,,,Evidence,True,Titanium dioxide,DTXSID3021352,,,,,No Evidence,True
13494-80-9,TELLURIUM,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
135-98-9,SEC-BUTYL BENZENE,18,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13597-99-4,BERYLLIUM NITRATE,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
139-89-9,N-(2-(BISCARBOXYMETHYLAMINO)ETHYL)-N-(2-HYDROXYETHYL)GLYCINE TRISODIUM SALT,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13966-29-5,URANIUM-234,26,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13966-31-9,MANGANESE-54,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13966-32-0,SODIUM-22,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13967-48-1,RUTHENIUM-106,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13967-70-9,CESIUM-134,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13968-55-3,URANIUM-233,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13981-16-3,PLUTONIUM-238,8,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13981-50-5,COBALT-57,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13981-52-7,POLONIUM-210,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13982-10-0,PLUTONIUM-242,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
13982-63-3,RADIUM-226,54,,False,Radium-226 and its decay products,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
140-88-5,ETHYL ACRYLATE,1,,False,Ethyl acrylate,True,,False,Ethyl acrylate,TR-259,DTXSID4020583,Negative;Weakly Positive,,,,,,,,,,Weak Evidence,True,Ethyl acrylate,DTXSID4020583,FORESTOMACH,FORESTOMACH,FORESTOMACH,FORESTOMACH,Evidence,True
1405-87-4,BACITRACIN,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
141-78-6,ETHYL ACETATE,3,,False,,False,,False,Ethyl acetate,,DTXSID1022001,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
14119-32-5,PLUTONIUM-241,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14119-33-6,PLUTONIUM-240,6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14119-34-7,PLUTONIUM-244,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14159-59-2,2-METHYL-3-ETHYLPYRIDINE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14167-18-1,SALCOMINE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
142-59-6,NABAM,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
142-82-5,N-HEPTANE;HEPTANE,4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
142-96-1,BUTYL ETHER (N-),1,,False,,False,,False,Di-n-butyl ether,,DTXSID1022007,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
14255-04-0,LEAD-210,11,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14269-63-7,THORIUM-230,26,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14274-82-9,THORIUM-228,16,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
143-33-9,SODIUM CYANIDE,6,,False,,False,"CYANIDE, SODIUM",True,Sodium cyanide,,DTXSID4024309,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
143-50-0,KEPONE;CHLORDECONE,1,RAHC,True,Chlordecone (Kepone),True,CHLORDECONE,True,Chlordecone,TR-000_(143-50-0),DTXSID1020770,Negative,,,,,,,,,,No Evidence,True,Chlordecone,DTXSID1020770,LIVER,LIVER,LIVER,LIVER,Evidence,True
14331-83-0,ACTINIUM-228,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14380-75-7,PROMETHIUM-147,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14391-16-3,EUROPIUM-155,5,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
144-49-0,FLUOROACETIC ACID,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1461-22-9,TRIBUTYLTIN CHLORIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1461-25-2,TETRABUTYLTIN,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14639-97-5,ZINC AMMONIUM CHLORIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14683-23-9,EUROPIUM-152,6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14762-75-5,CARBON-14,5,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14797-65-0,NITRITE,1,,False,,False,NITRITE,True,,,,,,,,,,,,,,,False,,,,,,,,False
14797-73-0,PERCHLORATE,18,,False,,False,PERCHLORATES,True,,,,,,,,,,,,,,,False,,,,,,,,False
14859-67-7,RADON-222,9,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
14952-40-0,ACTINIUM-227,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
150-68-5,MONURON,3,,False,Monuron,True,,False,Monuron,TR-266,DTXSID0020311,Negative,,,Positive,,,,,,,Evidence,True,Monuron,DTXSID0020311,"KIDNEY_TUBULAR_CELL,LIVER",,,,Evidence,True
150-76-5,4-METHOXYPHENOL,8,,False,,False,,False,Hydroquinone monomethyl ether,,DTXSID4020828,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
15046-84-1,IODINE-129,4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
15065-10-8,THORIUM-234,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
15092-94-1,LEAD-212,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
151-50-8,POTASSIUM CYANIDE,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
15117-48-3,PLUTONIUM-239,11,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
15117-96-1,URANIUM-235,26,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
15262-20-1,RADIUM-228,25,,False,Radium-228 and its decay products,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
15594-54-4,THORIUM-229,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
156-10-5,p-NITROSODIPHENYLAMINE;N-NITROSODIPHENYLAMINE,63,,False,para-Nitrosodiphenylamine,True,,False,p-Nitrosodiphenylamine,TR-190,DTXSID1021031,Weakly Positive,,,,,,,,,,Weak Evidence,True,p-Nitrosodiphenylamine,DTXSID1021031,LIVER,,LIVER,,Evidence,True
156-59-2,"cis-1,2-DICHLOROETHYLENE;c-1,2-DCE;1,2-c-DICHLOROETHENE;1,2- C-DICHLOROETHYLENE;1,2-cis-DCE;cis-1,2-DICHLOROETHENE;1,2-c-DCE;cis-1,2-DCE;1,2-cis-DICHLOROETHENE;c-1,2-DICHLOROETHENE;1,2-cis-DICHLOROETHYLENE",385,,False,,False,"1,2-DICHLOROETHENE, CIS-",True,"cis-1,2-Dichloroethylene",,DTXSID2024030,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
156-60-5,"1,2-trans-DICHLOROETHENE;1,2-t-DCE;TRANS-1,2-DICHLOROETHYLENE;t-1,2-DCE;TRANS-1,2-DICHLOROETHENE;TRANS-1,2-DCE;t-1,2-DICHLOROETHYLENE;1,2-trans-DICHLOROETHYLENE;t-1,2-DICHLOROETHENE;1,2-t-DICHLOROETHENE;1,2-trans-DCE",369,,False,,False,"1,2-DICHLOROETHENE, TRANS-",True,"trans-1,2-Dichloroethylene",,DTXSID7024031,Negative,,,Negative,Negative,,,,,,No Evidence,True,,,,,,,,False
1563-66-2,CARBOFURAN,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1582-09-8,TRIFLURALIN,1,,False,Trifluralin,True,,False,Trifluralin,TR-034,DTXSID4021395,Positive,,,,,,,,,,Evidence,True,Trifluralin,DTXSID4021395,,,,"FORESTOMACH,LIVER,LUNG",Evidence,True
15972-60-8,ALACHLOR,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1610-18-0,PROMETON,4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1634-04-4,METHYL TERT-BUTYL ETHER,31,,False,Methyl tert-butyl ether,True,METHYL-T-BUTYL ETHER,True,Methyl-t-butyl ether,,DTXSID3020833,Negative,Negative,,,,,,,,,No Evidence,True,,,,,,,,False
16984-48-8,FLUORIDE,59,,False,"Fluorides (inorganic, used in drinking-water)",True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1746-01-6,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq);2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN;2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD)",108,Known,True,"2,3,7,8-Tetrachlorodibenzo-para-dioxin",True,"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN",True,"2,3,7,8-Tetrachlorodibenzo-p-dioxin","TR-201, TR-209, TR-521",DTXSID2021315,Negative,,,,,,,,,,No Evidence,True,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",DTXSID2021315,THYROID_GLAND_FOLLICULAR_CELL,"LIVER,LUNG,ORAL_CAVITY,PANCREAS_ACINAR_CELL,UTERUSCERVIX",LIVER,"LIVER,SUBCUTANEOUS_TISSUE,THYROID_GLAND_FOLLICULAR_CELL",Evidence,True
1762-95-4,AMMONIUM THIOCYANATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1763-23-1,PERFLUOROOCTANE SULFONIC ACID,1,,False,,False,PERFLUOROOCTANE SULFONIC ACID (PFOS),True,Perfluorooctane sulfonic acid (PFOS),,DTXSID3031864,Negative,Negative,Positive,,,,,,,,Evidence,True,,,,,,,,False
17924-92-4,ZEARALENONE,1,,False,,False,,False,Zearalenone,TR-235,DTXSID0021460,Negative,,,,,,,,,,No Evidence,True,Zearalenone,DTXSID0021460,,,PITUITARY_GLAND,"LIVER,PITUITARY_GLAND",Evidence,True
179601-23-1,"m,p-XYLENE",15,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
"18540-29-9, 7789-12-0, 7778-50-9, 13007-92-6, 7775-11-3, 7778-50-9",Chromium (VI) compounds,128,Known,True,Chromium (VI) compounds,True,Chromium (VI) compounds,True,Chromium (VI) compounds,TR-546,DTXSID6024830;DTXSID5025948;DTXSID6032061;DTXSID7032056,Positive;Negative,,,Equivocal;Positive;Negative,Negative,,,,,,Evidence,True,Chromium (VI) compounds,DTXSID6032061,ORAL_CAVITY,ORAL_CAVITY,INTESTINES_SMALL,INTESTINES_SMALL,Evidence,True
189-64-0,"DIBENZO[A,H]PYRENE",2,RAHC,True,"Dibenzo[a,h]pyrene",True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
191-24-2,"BENZO(GHI)PERYLENE;1,12-BENZOPERYLENE",233,,False,Benzo[ghi]perylene,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
191-26-4,ANTHANTHRENE,3,,False,Anthanthrene,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
1912-24-9,ATRAZINE,17,,False,Atrazine,True,ATRAZINE,True,Atrazine,,DTXSID9020112,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
1918-00-9,DICAMBA,6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
192-65-4,"DIBENZO[A,E]PYRENE",1,RAHC,True,"Dibenzo[a,e]pyrene",True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
192-97-2,BENZO[E]PYRENE,3,,False,Benzo[e]pyrene,True,,False,Benzo(e)pyrene,,DTXSID3023764,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
1929-77-7,VERNOLATE,4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
193-39-5,"INDENO(1,2,3-CD)PYRENE",367,RAHC,True,"Indeno[1,2,3-cd]pyrene",True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
19406-51-0,"4-AMINO-2,6-DINITROTOLUENE",8,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
19408-74-3,"1,2,3,7,8,9-HEXACHLORODIBENZO-p-DIOXIN (HxCDD)",3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
2008-41-8,BUTYLATE,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
203-33-8,BENZO[A]FLUORANTHENE,6,,False,Benzo[a]fluoranthene,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
2032-65-7,METHIOCARB,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
205-82-3,BENZO[J]FLUORANTHENE,5,RAHC,True,Benzo[j]fluoranthene,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
205-99-2,"BENZO(B)FLUORANTHENE;3,4-BENZOFLUORANTHENE",441,RAHC,True,Benzo[b]fluoranthene,True,,False,Benzo(b)fluoranthene,,DTXSID0023907,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
206-44-0,FLUORANTHENE,345,,False,Fluoranthene,True,FLUORANTHENE,True,,,,,,,,,,,,,,,False,,,,,,,,False
207-08-9,"11,12-BENZOFLUORANTHENE;BENZO(K)FLUORANTHENE",336,RAHC,True,Benzo[k]fluoranthene,True,,False,Benzo(k)fluoranthene,,DTXSID0023909,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
208-96-8,ACENAPHTHYLENE,170,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
2104-64-5,EPN,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
21087-64-9,METRIBUZIN,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
21725-46-2,CYANAZINE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
218-01-9,CHRYSENE,383,,False,Chrysene,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
21908-53-2,MERCURIC OXIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
2212-67-1,MOLINATE;ORDRAM (MOLINATE),3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
224-41-9,"DIBENZ[A,J]ANTHRACENE",1,,False,"Dibenz[a,j]anthracene",True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
226-36-8,"DIBENZ[A,H]ACRIDINE",1,RAHC,True,"Dibenz[a,h]acridine",True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
23135-22-0,OXAMYL,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
2385-85-5,MIREX,7,RAHC,True,Mirex,True,MIREX,True,Mirex,TR-313,DTXSID7020895,Negative,,,,,,,,,,No Evidence,True,Mirex,DTXSID7020895,"ADRENAL_GLAND_MEDULLA,KIDNEY_TRANSITIONAL_CELL,LIVER","HEMATOPOIETIC_SYSTEM,LIVER",,,Evidence,True
25154-54-5,DINITROBENZOL;DINITROBENZENE,4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25155-15-1,METHYLPROPYLBENZENE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25167-82-2,TRICHLOROPHENOLS,6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),5,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25321-22-6,DICHLOROBENZENE (MIXED ISOMERS),23,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25340-17-4,DIETHYL BENZENE,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25376-45-8,DIAMINOTOLUENE (MIXED ISOMERS),1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
